decil_probabilidad;marca_bueno_evidente;clientes;respuesta;tasa_buenos;distribucion;lift;saldo_total;sum_pagos_3m_total;sum_pagos_1m_total;sum_pagos_2m_total; sum_pagos_3m_acum ; sum_pagos_1m_acum ; sum_pagos_2m_acum ;tasa_recu_3m_acum;tasa_recu_1m_acum;tasa_recu_2m_acum;buenos_acumulados;psi;ks;roc;fecha;segmento
7;0;2779;73;0,026268442;0,09634586;0,709444698;50636692050;216795236;65859441;181263447; 838.246.201 ; 239.450.903 ; 624.518.694 ;0,003614404;0,00103248;0,00269284;0,594569288;4,55676392;0,338126629;0,714834884;202505;5_Bajo_p1
7;1;105;91;0,866666667;0,003640272;23,40649189;2049604790;114995433;40319589;76655460;953241634;279770492;701174154;0,004074242;0,001195765;0,002996883;0,526217228;4,55676392;0,338126629;0,714834884;202505;5_Bajo_p1
8;0;2703;100;0,03699593;0,093710997;0,999167245;81249692674;325801212;116574345;234048469; 1.279.042.846 ; 396.344.837 ; 935.222.623 ;0,004057651;0,001257369;0,002966912;0,441011236;4,55676392;0,338126629;0,714834884;202505;5_Bajo_p1
8;1;182;154;0,846153846;0,006309804;22,85249208;4154202461;223018728;54008215;126284260;1502061574;450353052;1061506883;0,004703176;0,001410122;0,003323735;0,347378277;4,55676392;0,338126629;0,714834884;202505;5_Bajo_p1
9;0;2696;66;0,024480712;0,093468312;0,661162605;1,13404E+11;509573757;230321280;335339217; 2.011.635.331 ; 680.674.332 ; 1.396.846.100 ;0,004648217;0,001572811;0,003227644;0,203183521;4,55676392;0,338126629;0,714834884;202505;5_Bajo_p1
9;1;189;151;0,798941799;0,006552489;21,57741315;6734507125;288378191;91873929;185911256;2300013522;772548261;1582757356;0,005233129;0,001757748;0,003601184;0,141385768;4,55676392;0,338126629;0,714834884;202505;5_Bajo_p1
0;0;3543;256;0,072255151;0,091782809;0,265738695;10159848664;269976308;74957734;179818954; 269.976.308 ; 74.957.734 ; 179.818.954 ;0,026572867;0,00737784;0,01769898;1;1,493145616;0,167205687;0,621766339;202505;2_Alto_p2
0;1;346;266;0,768786127;0,008963266;2,82742779;929581811;142527599;44449700;96504057;412503907;119407434;276323011;0,037197934;0,01076768;0,024917692;0,975609756;1,493145616;0,167205687;0,621766339;202505;2_Alto_p2
1;0;3362;301;0,089530042;0,087093933;0,329271977;6610501481;236263792;76281313;171020791; 648.767.699 ; 195.688.747 ; 447.343.802 ;0,036653683;0,011055904;0,025273758;0,950266768;1,493145616;0,167205687;0,621766339;202505;2_Alto_p2
1;1;525;447;0,851428571;0,013600332;3,131368685;1157964530;205320320;65538208;144780222;854088019;261226955;592124024;0,045290736;0,013852391;0,031399262;0,921589177;1,493145616;0,167205687;0,621766339;202505;2_Alto_p2
2;0;3355;358;0,106706408;0,086912595;0,392442909;5910304694;247939076;89483131;180233045; 1.102.027.095 ; 350.710.086 ; 772.357.069 ;0,044493627;0,014159691;0,031183414;0,879001524;1,493145616;0,167205687;0,621766339;202505;2_Alto_p2
2;1;535;441;0,824299065;0,013859386;3,031592275;1125322558;208456835;68260191;147215565;1310483930;418970277;919572634;0,05061049;0,016180504;0,035513615;0,844893293;1,493145616;0,167205687;0,621766339;202505;2_Alto_p2
3;0;3283;421;0,128236369;0,085047407;0,471625412;5994943861;343120746;120251453;242163538; 1.653.604.676 ; 539.221.730 ; 1.161.736.172 ;0,051855884;0,016909616;0,036431232;0,802877287;1,493145616;0,167205687;0,621766339;202505;2_Alto_p2
3;1;601;513;0,853577371;0,015569141;3,139271501;1347505352;265301676;93393944;183422248;1918906352;632615674;1345158420;0,057735826;0,019034065;0,040472967;0,762766768;1,493145616;0,167205687;0,621766339;202505;2_Alto_p2
4;0;3173;397;0,125118185;0,082197814;0,460157409;6040455962;299496062;108350266;215917447; 2.218.402.414 ; 740.965.940 ; 1.561.075.867 ;0,056481775;0,01886541;0,039745871;0,713891006;1,493145616;0,167205687;0,621766339;202505;2_Alto_p2
4;1;706;605;0,85694051;0,018289208;3,151640393;1563156129;319661721;110831336;225611166;2538064135;851797276;1786687033;0,062147158;0,020857148;0,043748903;0,676067073;1,493145616;0,167205687;0,621766339;202505;2_Alto_p2
5;0;3062;425;0,138798171;0,079322315;0,510469417;5713667835;302397184;109052957;206938785; 2.840.461.319 ; 960.850.233 ; 1.993.625.818 ;0,061015314;0,020639809;0,04282463;0,618426067;1,493145616;0,167205687;0,621766339;202505;2_Alto_p2
5;1;798;668;0,837092732;0,020672504;3,078644592;1940512715;369059605;124823991;259461345;3209520924;1085674224;2253087163;0,066184197;0,022387913;0,046461378;0,577934451;1,493145616;0,167205687;0,621766339;202505;2_Alto_p2
6;0;3113;483;0,155155798;0,08064349;0,570629204;5783892377;369291457;127731134;259013365; 3.578.812.381 ; 1.213.405.358 ; 2.512.100.528 ;0,065935276;0,022355522;0,046282405;0,514291159;1,493145616;0,167205687;0,621766339;202505;2_Alto_p2
6;1;745;635;0,852348993;0,019299518;3,134753796;1703280634;356056693;129234262;254188413;3934869074;1342639620;2766288941;0,070289444;0,023983871;0,049414837;0,468273628;1,493145616;0,167205687;0,621766339;202505;2_Alto_p2
7;0;3024;514;0,169973545;0,07833791;0,625125646;5578236912;364087843;145473902;258223646; 4.298.956.917 ; 1.488.113.522 ; 3.024.512.587 ;0,069834543;0,024173708;0,049131792;0,40777439;1,493145616;0,167205687;0,621766339;202505;2_Alto_p2
7;1;808;677;0,837871287;0,020931558;3,081507948;1954252234;394212558;154302835;289664299;4693169475;1642416357;3314176886;0,073892555;0,025859356;0,052180728;0,358803354;1,493145616;0,167205687;0,621766339;202505;2_Alto_p2
8;0;3001;681;0,226924359;0,077742086;0,834578324;5582793403;515271397;207059771;393831353; 5.208.440.872 ; 1.849.476.128 ; 3.708.008.239 ;0,075379533;0,026766675;0,053664414;0,294302591;1,493145616;0,167205687;0,621766339;202505;2_Alto_p2
8;1;842;703;0,834916865;0,021812341;3,070642226;1954264088;429638814;170416396;320176361;5638079686;2019892524;4028184600;0,079353148;0,028428976;0,056694681;0,229420732;1,493145616;0,167205687;0,621766339;202505;2_Alto_p2
9;0;2725;829;0,304220183;0,070592197;1,118855519;4953095015;658162860;258377190;484045359; 6.296.242.546 ; 2.278.269.714 ; 4.512.229.959 ;0,082841394;0,029975821;0,05936865;0,162442835;1,493145616;0,167205687;0,621766339;202505;2_Alto_p2
9;1;1055;876;0,830331754;0,02733019;3,053779187;2511143945;566176268;257348398;435136844;6862418814;2535618112;4947366803;0,087402954;0,03229481;0,063011962;0,083460366;1,493145616;0,167205687;0,621766339;202505;2_Alto_p2
